,date,username,tweet,hashtags,nlikes,nreplies,nretweets,timezone,place,geo
92,2020-02-28 20:06:58,eckhardt_angela,"I #BackTheBlue but #policebrutality does happen, to ppl of all stripes. Set aside racism accusations so we can focus on better tactical training, hire for competence over diversity. Don't resist arrest, get your day in court! De-escalate. #RememberOscarGrant #BlueLivesMatter #BLM","['#backtheblue', '#policebrutality', '#rememberoscargrant', '#bluelivesmatter', '#blm']",1,0,0,PDT,,
93,2020-02-28 20:04:53,ugotGod,⚡️#BreakingNews Y’all ✨👸🏾🤴🏾✨ 🌍❤️🖤💚 🎶🕺🏿💃🏾🎵 🎊🎉 #BHM  #BLM ✊🏿 #VOTE✅ #BERNIE2020 🍾🥂 https://twitter.com/ninaturner/status/1233587198806646784 …,"['#breakingnews', '#bhm', '#blm', '#vote', '#bernie2020']",0,0,0,PDT,,
94,2020-02-28 20:00:31,ugotGod,⚡️#BreakingNews Y’all ✨👸🏾🤴🏾✨ 🌍❤️🖤💚 🎶🕺🏿💃🏾🎵 🎊🎉 #BHM  #BLM ✊🏿 #VOTE✅ #BERNIE2020 🍾🥂 https://twitter.com/ninaturner/status/1233601222386561024 …,"['#breakingnews', '#bhm', '#blm', '#vote', '#bernie2020']",0,0,0,PDT,,
95,2020-02-28 19:59:55,ugotGod,⚡️#BreakingNews Y’all ✨👸🏾🤴🏾✨ 🌍❤️🖤💚 🎶🕺🏿💃🏾🎵 🎊🎉 #BHM  #BLM ✊🏿 #VOTE✅ #BERNIE2020 🍾🥂 https://twitter.com/thebig3/status/1233601345241763840 …,"['#breakingnews', '#bhm', '#blm', '#vote', '#bernie2020']",0,0,0,PDT,,
96,2020-02-28 19:59:31,pewtergod,"I wonder if it's the same Confederate group that tried to blame Antifa for a bombing until the FBI proved it was one of their ex-members?
#Antifa #BLM #BlackHistoryMonth2020 pic.twitter.com/XEkOvWeVGz","['#antifa', '#blm', '#blackhistorymonth2020']",0,0,0,PDT,,
97,2020-02-28 19:51:11,TheServerSurfer,"Amazing speech. @BernieSanders explains #DemSoc principals and how #DemocraticSocialism led us out of the Depression. Well worth reading. Anyone have video?
✊🤓🌹 #Bernie2020 #MAKEprogress #MoveLeft #BernieSanders2020 #BLM #PeopleArePeople  https://twitter.com/LarryGlickman/status/1233385693910532097 … pic.twitter.com/uO5Os3Qyul","['#demsoc', '#democraticsocialism', '#bernie2020', '#makeprogress', '#moveleft', '#berniesanders2020', '#blm', '#peoplearepeople']",0,0,0,PDT,,
98,2020-02-28 19:17:26,paulinestdenis1,feral as in regards to Blm language and this argument is mute - many believe horses crossed the veering straights - they are not domestic - feral animals this is #BLM propaganda just stop - this arguement is a myth and no longer valid,['#blm'],1,0,1,PDT,,
99,2020-02-28 19:05:01,paulinestdenis1,thank you @TheAtlantic - @chicagotribune @ClevelandPlainDealer @WashingtonPost @NewYorker  this is War on our American horses and many papers like the NYTimes peddle old blm bs - really write an article exposing #blm corruption,['#blm'],3,0,1,PDT,,
100,2020-02-28 19:04:47,JosephWNaus,"@IAINTVOTING tells it how it is on @CBSNews : Corps like #Pepsi #McDonalds #Coke target poor communities and turn them into #sugar #addicts
#capitalism #blm #advertising #food #recovery","['#pepsi', '#mcdonalds', '#coke', '#sugar', '#addicts', '#capitalism', '#blm', '#advertising', '#food', '#recovery']",2,0,1,PDT,,
101,2020-02-28 18:53:18,atchley_sr,Fuck Pete. #BLM and I know he doesn’t care.  https://twitter.com/BLMSouthBend/status/1233575280515670017 …,['#blm'],0,0,0,PDT,,
