,date,username,tweet,hashtags,nlikes
24,2020-06-18 16:29:31,davystarwalker,So you know. This was the plan all along. The #BLM movement has them playing right into the Communist agenda. We are being perfectly played in to thier globalist game....  pic.twitter.com/tCSlTo0vUr,['#blm'],29
25,2020-06-18 16:29:20,_etyler,Lightly Melanated but Hella Black ✊🏾 #BLM #JusticeForTheFallen #BlackWomenMatter pic.twitter.com/K8uhCGdDkd,"['#blm', '#justiceforthefallen', '#blackwomenmatter']",86
26,2020-06-18 16:26:49,dariuscooks,Creamy Hennessy Shrimp Scampi. You know. For the culture. #BLM  pic.twitter.com/gcpEByDitC,['#blm'],82
27,2020-06-18 16:26:18,TheChallengeMTV,.@jordan_wiseley and @TheRealNiaMoore are on #InstagramLive right now. Go watch! This is growth. #friendship 💯🙏#TheChallenge @MTV @BunimMurray #BLM  pic.twitter.com/sPV1gxxjwH,"['#instagramlive', '#friendship', '#thechallenge', '#blm']",198
28,2020-06-18 16:26:00,vjheath,"@RepSwalwell @RepLindaSanchez @tedlieu @RepAnnaEshoo. Voters demand new #impeachment charges, we cannot wait until November. I believe he means to commit democide and also that raising a tRUmp army is another high crime. Not just selling hats, his followers are out killing #BLM  pic.twitter.com/KXdl1G4v9x","['#impeachment', '#blm']",43
29,2020-06-18 16:24:39,CodySoto,"Proud that my alma mater and workplace is committed to educate and continue the conversation as we head into a new school year.

Together we can. #BLM  https://twitter.com/BaylorAthletics/status/1273753001786847233 …",['#blm'],20
30,2020-06-18 16:20:56,Abbyyyliciouss,"FRESNO, CA 🤜🏿🤛🏼 🌈
#BLM #PRIDE ✊🏼✊🏽✊🏾✊🏿 pic.twitter.com/Sy7l1BKd5l","['#blm', '#pride']",36
31,2020-06-18 16:20:54,_effyc,"He's trespassing. He was asked to leave the stores window where only people wearing masks will be served. If this was a black man refusing to leave after being asked to, the cops would have had him on the ground before he could say #BLM",['#blm'],29
32,2020-06-18 16:10:15,JsLockload,Let’s go! #EAPlayLive ! Glad to see Andrew taking a minute to talk about our emergency services on the front line #NHS and #BLM . I can honesty say EA is committed to making changes as I’ve experienced in the last few weeks in meetings and initiatives.  pic.twitter.com/yiPmSjO2SJ,"['#eaplaylive', '#nhs', '#blm']",15
33,2020-06-18 16:09:29,melistittsss,My sister sent me sneak peaks of my nieces birthday pictures & im obsessed! I can’t believe she’s going to be 3 🥺💕 #ColetteJamesBooker #blm  pic.twitter.com/kpTh5ELlLl,"['#colettejamesbooker', '#blm']",21
34,2020-06-18 16:08:59,MrPetesonality,"Remove this racist NOW!! Should the CPP community converge with #BLM to protest at Brandeis U???
@Anthony4242 @minxy99 @StarvinLarry @Tootwisted40 @Irishbrat1966 @SpicyPurritos @LelenaPeacock @miswojo1 @HeatherLinda11 @BLMAtSchool @ACLU_Mass @Blklivesmatter @BrandeisU https://twitter.com/CMerandi/status/1273707379599826947 …",['#blm'],40
35,2020-06-18 16:08:55,Samar_Ali81,Passing this wall mural on an evening walk in Nashville. What will it take for this wish to come true? What do we each need to do individually and collectively to turn this wish into a reality? #humanity #BLM #Ubuntu pic.twitter.com/oydpXKKDNz,"['#humanity', '#blm', '#ubuntu']",24
36,2020-06-18 16:08:15,MikaKYV365,"Join us for conversations about #Juneteenth, the #BLM movement, & #DACA:
• 12pm @dpierrebravo, KYV Contributor, 'Earn It!' Co-author
• 12:15pm @ImaniPerry, Hughes-Rogers Professor of African American Studies at Princeton
• 12:30pm @MsPackyetti, Author, Educator & Activist pic.twitter.com/Hua0aQwzI6","['#juneteenth', '#blm', '#daca']",21
37,2020-06-18 16:07:49,ALSWharton,Looking forward to #CREchat with @mbalexan and @FlannCasey this evening at 7:30pm Central. Please join and participate in this topic important to our industry and the country. #Diversity #Inclusion #BLM  pic.twitter.com/9gkh9J2QLy,"['#crechat', '#diversity', '#inclusion', '#blm']",17
38,2020-06-18 16:07:18,mangoeuphoria,"if the first thing you think of when someone says “do you believe that black lives matter” is “well all lives matter” you are part of the problem

saying all lives matter, instead of taking the time to educate yourself on blm, is so ignorant. your privilege is showing

#BLM  pic.twitter.com/UqtCrwXIcY",['#blm'],15
39,2020-06-18 16:00:36,HoopsieDee,Boarded panels mural I worked on the past two days #skatedonthate #blm #StLouis #stl #rollerskate pic.twitter.com/sQYLNdk77t,"['#skatedonthate', '#blm', '#stlouis', '#stl', '#rollerskate']",16
40,2020-06-18 16:00:35,jocelynamoran,"Fresno, CA📍#BLM
@DJKayRich pic.twitter.com/4BKYYknBOJ",['#blm'],1373
41,2020-06-18 15:54:53,Coach_Bob65,"In a hundred years, they may be taking down portraits of those aligned with #BLM  you never know right?",['#blm'],26
42,2020-06-18 15:54:01,jcook2jiggy,KEEP THE #BLM MOVEMENT GOING!!!!! Don't stop. ✊🏾✊🏾✊🏾,['#blm'],165
43,2020-06-18 15:48:31,GeorgiaLogCabin,"#Poll: Which is most dangerous? Vote & retweet!
#antifa #blm #coronavirus #backtheblue #blacklivesmatter #gagop #bluelivesmatter #covid19 #blueflu #gapol #thinblueline","['#poll', '#antifa', '#blm', '#coronavirus', '#backtheblue', '#blacklivesmatter', '#gagop', '#bluelivesmatter', '#covid19', '#blueflu', '#gapol', '#thinblueline']",35
44,2020-06-18 15:45:54,jasmineleal_,"ugh the fame of 21 likes, don’t forget to support #AbolishICE #blm","['#abolishice', '#blm']",181
45,2020-06-18 15:44:05,domo_gryffindor,But restaurants provide their workers with pride gear every year. Being LGBTQ+ is Something that people are killed for. So why support pride but not #blm,['#blm'],41
46,2020-06-18 15:44:02,isblessed18,fuck racism #BLM  pic.twitter.com/Xc2v78bJtk,['#blm'],24
47,2020-06-18 15:41:24,sarahquistmusic,So @guardiannews during this difficult time #blm u use a pic of an unnamed actress who is @DebbieKorley By the way in a play about slavery to get funding for theatres. Is this 2 for the price of one? #uktheatre #RSC #BlackLivesMattterUK https://www.theguardian.com/stage/2020/jun/17/rsc-may-be-forced-into-drastic-hibernation-without-urgent-help …,"['#blm', '#uktheatre', '#rsc', '#blacklivesmattteruk']",16
48,2020-06-18 15:40:45,MichaelBEstrin,"If you're the kind of person that replies to #BLM/#BlackLivesMatter with #AllLivesMatter (and I'm hashtagging it in hopes those who use it see this), you really need to take a look at this comic by @scarecrowbar. pic.twitter.com/IpaDattn6P","['#blm', '#blacklivesmatter', '#alllivesmatter']",54
49,2020-06-18 15:39:10,alex_serrano__,"The Fresno Council has just announced that June 18th will be declared as the annual Black Lives Matter Day for the city of Fresno, CA in recognition of times of Liberation from the past & a hope for Freedom in the future!

“Let Justice fall like waters”

#blacklivesmatter
#blm  pic.twitter.com/EPzHKaq69f","['#blacklivesmatter', '#blm']",587
50,2020-06-18 15:34:55,KevinJacksonTBS,".#BLM is not a revolution

It's a bottle-rocket in a war of nukes

Again, it will die when white people stop kowtowing to the ACTUAL RACISTS, the Leftists!",['#blm'],173
51,2020-06-18 15:31:22,vjheath,"@HouseDemocrats @HouseGOP @SenateDems @SenateGOP must #impeach tRUmp for high crimes and #TreasonAtTheHighestLevel. It can't be denied, ignorance of his misdeeds is not an excuse now. Subpoena Bolton and support #impeachment or count as #GOPComplicitTraitors. #WhiteHouseDown #BLM","['#impeach', '#treasonatthehighestlevel', '#impeachment', '#gopcomplicittraitors', '#whitehousedown', '#blm']",23
52,2020-06-18 15:30:55,CameronGonzals,CHANGE AB MILLER HIGHSCHOOL MASCOT #blm #BlackLivesMattters pic.twitter.com/XCdZDIGqls,"['#blm', '#blacklivesmattters']",128
53,2020-06-18 15:29:53,Rainbow_Loyals,"Thank you to 🌈Colin Martin & San Diego LOYAL #BLM
#LGBTQRights @martcw12 #RainbowFans #LOYAL #team1
@SanDiegoLoyal @TheLocalsSG @SDLoyalFanBase ⚽️ https://twitter.com/SanDiegoLoyal/status/1273733829874737152 …","['#blm', '#lgbtqrights', '#rainbowfans', '#loyal', '#team1']",15
54,2020-06-18 15:27:57,RevellKaron,Yet one of you employees has been very outspoken about his racism. Andrew Kolodny has made so many racist comments & there is NO way to hide them. You can't support #BLM and a racist. #firekolodny NO lives matter to him especially black lives,"['#blm', '#firekolodny']",39
55,2020-06-18 15:26:01,lyricalarrow,"Imagine if they would have just let him walk to his sister's house or driven him home. He clearly was not totally incoherent, you see the conversation. It would've been too easy, and not nearly as much fun as shooting him in the back and STEPPING on him as he died. Fuckers. #BLM  https://twitter.com/mmpadellan/status/1272668798156496896 …",['#blm'],20
56,2020-06-18 15:24:51,CraigSroka12,"Welcome to your “#DeFundPolice” state. This only the beginning. This is somebody’s daughter and possible mother. Where is #BLM??? Where is the #media? Where is the #protest? Where is the #looting? O, this is okay because it’s #blackonblack? https://twitter.com/RealCandaceO/status/1273729932993204224 …","['#defundpolice', '#blm', '#media', '#protest', '#looting', '#blackonblack']",803
57,2020-06-18 15:23:15,Kenneth_Dukes,"@AttorneyCrump is up next to speak. Tune in! You don’t want to miss this. @NLC_Tally @NLC #NLCTally #NLCFamily #BLM #BlackLivesMattter
 https://www.facebook.com/NLCTallahassee/videos/1663448840473012/ … pic.twitter.com/Z6R2t4aWSy","['#nlctally', '#nlcfamily', '#blm', '#blacklivesmattter']",59
58,2020-06-18 15:21:50,GadflyMorse,"Since MM is now overtly political -- as #BLM is a political action grp.-- why haven't the Queen and Charles stripped her of her HRH, Royal Titles and Privileges? And,, ""H"" too, as he is also making political statements. ""Royals"" are NOT supposed to remain neutral. #Monarchy","['#blm', '#monarchy']",47
59,2020-06-18 15:15:49,CityNews,"A skateboarding protest called ""Skate For Solidarity"" is taking place Friday in support of Black-led skate groups. @stellaacquisto has the details.  https://bddy.me/2UVJHHZ  #BLM #BlackLivesMatter","['#blm', '#blacklivesmatter']",22
60,2020-06-18 15:13:36,mollyschernerr,DO YOU REALIZE HOW MANY POLICE BRUTALITY VIDEOS HAVE SURFACED THIS PAST MONTH. AND THIS IS JUST THE TIP OF THE ICEBERG. DEFUND THE POLICE. #BLM  https://twitter.com/TomthunkitsMind/status/1273137366602047488 …,['#blm'],24
61,2020-06-18 15:13:09,joan_cpc,Ifb Resisters. We are stronger together. #FBR #BLM #VoteBlue2020 pic.twitter.com/NX9N5SgdLC,"['#fbr', '#blm', '#voteblue2020']",16
62,2020-06-18 15:12:16,CoachTyAye,I will be on this call along with many of our black student athletes. #BLM @AHCbulldogs @CCCMBCA @HancockCollege https://twitter.com/HancockCollege/status/1273276269241741313 …,['#blm'],13
63,2020-06-18 15:06:09,NIACouncil,"Checkout this video by Dr. Sima Shakhsari, who identifies as non-binary and is an Associate Prof of Gender, Women & Sexuality Studies at UMN. Their powerful message covers everything from the connection bt #Pride & #BLM to the politics of queer & trans Iranian refugees. #IAPride pic.twitter.com/6aTssmauZY","['#pride', '#blm', '#iapride']",31
64,2020-06-18 15:05:41,AlexaBeckford,type of art that makes you proud 🤎 #blm  pic.twitter.com/q3A3m2iazE,['#blm'],30
65,2020-06-18 15:03:19,NHSBME,What’s your thoughts? 🤷🏽‍♂️#BLM ✊🏾  https://twitter.com/Nus_Ghani/status/1273696986047426560 …,['#blm'],29
66,2020-06-18 15:03:11,B52Malmet,"All the police reform #BLM protests are yielding action across the board. In NYC, a new bill passed today. “The bill calls for the largest police force in the US to let the public know how they're being spied on.  https://www.cnet.com/news/new-york-passes-bill-requiring-nypd-to-disclose-all-its-surveillance-tools/ …",['#blm'],77
67,2020-06-18 15:00:14,CalEndow,"The systemic violence that Black people face doesn't end with our justice system. Immigration enforcement is anti-black and disproportionately impacts Black immigrants.

Embracing the movement for Black Lives means acknowledging the struggle of Black undocumented immigrants. #BLM  pic.twitter.com/dkzQAd0qkY",['#blm'],23
68,2020-06-18 14:59:27,AllAboutDaTea,"DISGRACEFUL! #SouthernCharm Cast Dragged For Interrupting ‘Black Lives Matter’ Protest To Film Scenes For Their Reality Show! Watch Video Here:  https://allaboutthetea.com/2020/06/18/southern-charm-cast-slammed/ …
#BlackLivesMatter #BLM #KathrynDennis #DanniBaird pic.twitter.com/QzYRztpEWu","['#southerncharm', '#blacklivesmatter', '#blm', '#kathryndennis', '#dannibaird']",50
69,2020-06-18 14:59:06,tom_trotts,"#BLM CO-FOUNDER SAYS ‘WE ARE TRAINED MARXISTS’

In a video from 2015, Black Lives Matter co-founder Patrisse Cullors confesses to being a “trained organizer” and a “trained Marxist.” 

 https://www.infowars.com/watch-blm-co-founder-says-we-are-trained-marxists/ …",['#blm'],68
70,2020-06-18 14:54:18,amandaq_art,A little sneak speak of the current #wip! #blm #drawingwhileblack #art pic.twitter.com/7stxEHlIYN,"['#wip', '#blm', '#drawingwhileblack', '#art']",39
71,2020-06-18 14:52:35,ClassicChhun,"This is my donation, not trying to FLEX or anything. But I guess for proof that I’m not just out here lying lol. I choose 206 because that’s my city. For Seattle. 💪🏽 #BLM Support Local, and Support Black owned business.  pic.twitter.com/Xc4BO8ORMW",['#blm'],17
72,2020-06-18 14:51:38,sim54gar,"And these are my peeps 
@sister_chi
@HollywoodDGirl
@Heidiaca
@black_42
@BearsFanatico94
@Mybears2
@ChadDaBear90 @Joey_C523
@sleepxpert
@MerdyWorld79
@Ms_AngelaD
@VTBShomie @raiderette2008
@thegeorgeyou
@martinez3507
@aarontor 
In life talk or bears life talk 
#BLM",['#blm'],19
73,2020-06-18 14:51:18,DrZuhdiJasser,"Do we dare criticize anything about the #BLM movement? Their affinity and ‘Brotherhood’ with  ⁦@LouisFarrakhan⁩ and other Islamists? 

Petition Launched Calling on ESPN to Cancel Ice Cube’s 30-for-30 Documentary Over Tweets Criticized as Anti-Semitic https://jewishjournal.com/news/united-states/317617/petition-launched-calling-on-espn-to-cancel-ice-cubes-30-for-30-documentary-over-tweets-criticized-as-anti-semitic/ …",['#blm'],25
74,2020-06-18 14:51:12,made_63,"I come from a white working class family. Both of my parents worked hard to bring us up properly, to treat people with respect.
I ABSOLUTELY DO NOT have anything in common with the #BLM anarchists. Who is @DawnButlerBrent to comment on what white working class people feel?",['#blm'],22
75,2020-06-18 14:50:44,MondoMundo2,"And Joe Biden thinks China isn't a threat.  And democrats want to give more power to China aka communist China.
Democrats like communist China...because the democrats are practicing socialists.....which leads to communism.  
#BLM #ANTIFA","['#blm', '#antifa']",24
76,2020-06-18 14:46:56,DavidNathanMD,"The twisted moralism of cannabis prohibition: A TN lawmaker thinks that this accomplished black girl's life is not worth honoring because she was involved in a cannabis sale at the time of her murder.

The docs of @DFCRorg are fighting to end this disgusting, racist policy. #BLM  https://twitter.com/BrandonLRichard/status/1273062174383112192 …",['#blm'],22
77,2020-06-18 14:46:31,ProphetPedro,Just drove by this super cute couple having their own mini #blm rally on Mamaroneck Avenue by Lombardo’s 🥺  pic.twitter.com/I4DuVsQly4,['#blm'],40
78,2020-06-18 14:46:16,PajamaBoy3,"Based on #BLM claims, one would think this is never done to white people who resist arrest.",['#blm'],17
79,2020-06-18 14:45:54,silver_fox9,"Well, what a surprise.
Donate to BLM and you get @DNC SuperPac ActBlue.
The true colors are showing.
#BLM is a front.  pic.twitter.com/Y7driPCjny",['#blm'],150
80,2020-06-18 14:44:00,ram30305,"Support Columbus Black-Owned Businesses! Here’s a list of local food+drink/restaurants around the Columbus, GA area. There’s also a link in my bio to a google doc I found with a list of other Black-owned businesses around COLGA #blm #BlackLivesMatter #SupportBlackBusinesses pic.twitter.com/DZhwojpw2q","['#blm', '#blacklivesmatter', '#supportblackbusinesses']",14
81,2020-06-18 14:42:05,msmoskop,"Rochester. Columbus. Denver. Portland. Seattle. We demand @NYCSchools follow the leadership of cities across the country. We need #PoliceFreeSchools and non-punitive youth development support, such as guidance counselors, social workers, nurses & mental health resources! #BLM","['#policefreeschools', '#blm']",23
82,2020-06-18 14:40:26,DwntwnDave,"This went from straw man arguments like “All Lives Matters”, false claims like protesters or Antifa killing cops, fear mongering like “defund the police” to “we’ve got black or POC kids, grandkids or family members so we can’t be racist”. Just stay on point with racism #BLM",['#blm'],49
83,2020-06-18 14:36:21,GregProops,"From @Dsmoke34
#mybrotherskeeper #proud @mlb #BLM  https://twitter.com/Dsmoke34/status/1272712381328572416 …","['#mybrotherskeeper', '#proud', '#blm']",26
84,2020-06-18 14:35:56,AnthJB4,"I'm with @DominicRaab
#TakeTheKnee IS subordination.

Apologising for #BLM wrongs w/such acts is totally confused & demeaning.

Dom only did one thing wrong here - trying to backtrack.

His comments were right in the 1st place.

Demean yourself to BLM if you want.

I won't👍","['#taketheknee', '#blm']",335
85,2020-06-18 14:35:06,AoAmerican,"Leftwing Mayor’s, @LevarStoney of #Richmond #Virginia, home was attacked by his own terrorist group #BLM.  Hilarious!  #EatingTheirOwn #RVA pic.twitter.com/HxrroBSD4U","['#richmond', '#virginia', '#blm', '#eatingtheirown', '#rva']",108
86,2020-06-18 14:30:11,FCTucson,"AGAINST RACISM. Enough said. 

#againstracism #civilrights #blacklivesmatter #blackhistory #blm #equality #antiracism #socialjustice @naacp_tucson @ACLUaz  

We purchased some scarves to help support the @splcenter. 
Get yours:  https://supporters-against-fascism.square.site/  pic.twitter.com/9fhKKNcMVL","['#againstracism', '#civilrights', '#blacklivesmatter', '#blackhistory', '#blm', '#equality', '#antiracism', '#socialjustice']",26
87,2020-06-18 14:30:02,SpecialOlympics,"In our Movement, there is no place for racism or discrimination against any person in any form. As we build communities of inclusivity around the world, we are proud to stand w/ our black teammates & take #Juneteenth as a moment of reflection ➡️  https://j.mp/37FAmJm . #BLM  pic.twitter.com/Ge0oCaHae1","['#juneteenth', '#blm']",98
88,2020-06-18 14:27:54,PNEFansForum,"I am completely ok if people decide to unfollow our account if they hold any sort of prejudice or discriminatory view aginst any BAME, religious or LGBTQ+ members. Some of these comments are not ok. If this tweet offends you, think about why that may be. #pnefc ✊🏿 #blm #Equality https://twitter.com/pnefc/status/1273635904603803650 …","['#pnefc', '#blm', '#equality']",68
89,2020-06-18 14:26:32,KilllerBee777,"WOW 😳 @scrowder is PISSED!
At everyone; #MSM #YouTube #BLM #CHAZ #Democrats #Republicans #Christians even Trump! I’ve never seen him this mad... but I have to agree. 😡

FELONY MURDER?! A 27 minute rant AWESOME!  https://youtu.be/UrJHOcKQFi4  via @YouTube pic.twitter.com/2I9AnWXAve","['#msm', '#youtube', '#blm', '#chaz', '#democrats', '#republicans', '#christians']",21
90,2020-06-18 14:26:03,ShirtMac,"When can we expect to see/hear an official statement about the racist comments that @andrewkolodny has made? Does #BLM really matter or do you condone these racist views from you staff? The longer you wait, the more you appear to condone this type of #racist behavior.","['#blm', '#racist']",36
91,2020-06-18 14:24:05,BazBam,Soaring We Need You Now from #MartinSmith ‘s #KING sung by ⁦@iamcedricneal⁩ with ⁦@LMTOrch⁩ available for digital purchase June26.Please also donate to ⁦@S_LawrenceTrust⁩. Based on ⁦@NickFiveashPR⁩ & ⁦@McKennaSusie⁩ prod ⁦@HackneyEmpire⁩ .#BLM  pic.twitter.com/ONfvBGyHI4,"['#martinsmith', '#king', '#blm']",46
92,2020-06-18 14:22:32,BarbieReports,"#Museums and #art galleries are deeply implicated in issues of #power,  #privilege, #exclusion. A 2019 study of major US art institution collections  found that 85% exhibited artists were white & 87% male: 
 https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212852 … @chadtopaz #BLM  https://twitter.com/BarbieReports/status/1126814525574004736 …","['#museums', '#art', '#power', '#privilege', '#exclusion', '#blm']",120
93,2020-06-18 14:22:05,PodcastSelk,"As a thank you to the SELK Football Family tomorrow we will be announcing a free prize draw for a piece of special SELK  merch to one of our lucky followers...

The competition run until Sunday night. Winner announced at 3pm Monday

#BLM  pic.twitter.com/QHmgGrrbxU",['#blm'],13
94,2020-06-18 14:20:54,mrchrisjohn,"I have no time for Dominic Raab but he is right, it is a personal choice if someone takes a knee or not #BLM",['#blm'],59
95,2020-06-18 14:19:50,OutragedMary,"And whoever took the video.
Thing is it isn't about his colour. He is just an evil person. But #BLM gives evil people, supported by UK TV Media like @BBCNews, a free pass if they are black.",['#blm'],152
96,2020-06-18 14:19:24,bbray27,"Where are you on your journey to understand systemic racism? @Hedreich & I created/reflected on this work-in-progress resource w/ scenarios, try this/not this ideas, resources & more

 https://bit.ly/journey2antiracism … &  http://Hedreich.com  

Pls RT & tag friends!
#BLM #BlackLivesMatter pic.twitter.com/0AQKDVLxYz","['#blm', '#blacklivesmatter']",12
97,2020-06-18 14:13:22,DeAriTodd_12,Reminder: This is not a moment this is a MOVEMENT #BLM,['#blm'],21
98,2020-06-18 14:13:05,OutragedMary,"He's lucky it's still there. In France #BlackLivesMatter were trying to get rid of De Gaulle statues because of Algeria. Yet the #woke BBC support #BLM in UK.
#DefundTheBBC","['#blacklivesmatter', '#woke', '#blm', '#defundthebbc']",15
99,2020-06-18 14:11:59,Slobodoumlje,Why do you @nedavimobgd support #Antifa #Soros #BLM protests and keep silent about the terror of #Serbs in #Montenegro and the batrayal of #Kosovo and Metohia ????!!!!!? 1244 pic.twitter.com/313Igf5By7,"['#antifa', '#soros', '#blm', '#serbs', '#montenegro', '#kosovo']",29
